1066.97998,0,1066.97998,3.40120068395313E-4
1066.959961,0,1066.959961,5.31735670529564E-4
1066.939941,0,1066.939941,0
1066.920044,0,1066.920044,0
1066.900024,0,1066.900024,0.00193871557885621
1066.880005,0.00166634577053206,1066.880005,4.25172596489872E-4
1066.859985,6.89933984854087E-4,1066.859985,6.24312486677634E-4
1066.839966,6.96712578980606E-4,1066.839966,0.00168112402741436
1066.819946,8.54033869142124E-4,1066.819946,0.00119767134773236
1066.800049,0,1066.800049,0
1066.780029,0,1066.780029,0
1066.76001,0,1066.76001,0
1066.73999,0,1066.73999,0
1066.719971,4.96709777601281E-4,1066.719971,0
1066.699951,0,1066.699951,6.56734485253791E-4
1066.680054,0.00311542017692411,1066.680054,0.00331074644897287
1066.660034,0,1066.660034,0
1066.640015,0,1066.640015,0.00184766294890944
1066.619995,0,1066.619995,0
1066.599976,7.65941793899295E-4,1066.599976,9.89642264621962E-4
1066.579956,0,1066.579956,0.00198086024667293
1066.560059,0,1066.560059,0
1066.540039,0.00159739387205461,1066.540039,9.80012344060206E-4
1066.52002,0,1066.52002,0.00152369697572484
1066.5,2.82123247611198E-4,1066.5,0
1066.47998,0,1066.47998,0
1066.459961,0.00295774773956089,1066.459961,0
1066.439941,0.00112645437254434,1066.439941,0.00218156124955146
1066.420044,0,1066.420044,0
1066.400024,0.00128753154519309,1066.400024,0
1066.380005,0,1066.380005,0.00148271520032841
1066.359985,0,1066.359985,0.00100971809122561
1066.339966,2.64620358150463E-4,1066.339966,4.91693642157259E-4
1066.319946,0,1066.319946,0
1066.300049,2.96106615275832E-5,1066.300049,1.65220336224819E-4
1066.280029,0.00105600243452454,1066.280029,0.00233986429223019
1066.26001,0,1066.26001,0
1066.23999,0,1066.23999,0
1066.219971,0.00330499201647143,1066.219971,0.00103892994801007
1066.199951,0,1066.199951,0.00128204593147696
1066.180054,0,1066.180054,4.49520738868227E-4
1066.160034,0,1066.160034,0.00174651384247554
1066.140015,0,1066.140015,3.6708021024751E-4
1066.119995,0.00179416393098547,1066.119995,0.00313125545997113
1066.099976,0,1066.099976,0
1066.079956,0,1066.079956,0
1066.060059,3.17738471674834E-4,1066.060059,0
1066.040039,3.39814043173035E-4,1066.040039,0.00356032367995438
1066.02002,0.00344331059445173,1066.02002,0.00199045057205903
1066,0,1066,0
1065.97998,1.63168797868683E-5,1065.97998,4.77882027217226E-4
1065.959961,0,1065.959961,0
1065.939941,0,1065.939941,0
1065.920044,5.69723149006885E-4,1065.920044,0
1065.900024,0,1065.900024,0
1065.880005,0,1065.880005,8.73282524614398E-4
1065.859985,0,1065.859985,7.34090173906324E-4
1065.839966,0.00152934992149186,1065.839966,0.00174938616638688
1065.819946,0,1065.819946,3.76327127732218E-4
1065.800049,0,1065.800049,8.80987225398603E-4
1065.780029,0,1065.780029,0
1065.76001,0.00273497546175308,1065.76001,0
1065.73999,4.62070222475173E-4,1065.73999,0
1065.719971,1.50389711119661E-4,1065.719971,0.0016438324364303
1065.699951,2.03495359909599E-4,1065.699951,0
1065.680054,7.21639880501766E-4,1065.680054,0
1065.660034,0,1065.660034,0
1065.640015,0,1065.640015,0
1065.619995,0.00207761012659093,1065.619995,0
1065.599976,0,1065.599976,0
1065.579956,0.00123217631654355,1065.579956,8.60581224940211E-4
1065.560059,0,1065.560059,0
1065.540039,7.13561262296028E-4,1065.540039,1.22403863033414E-4
1065.52002,7.89631621152601E-5,1065.52002,0
1065.5,1.45817137590189E-4,1065.5,3.90492283720971E-4
1065.47998,0,1065.47998,0
1065.459961,3.04687503298631E-4,1065.459961,0.0015039296863769
1065.439941,0,1065.439941,0
1065.420044,0,1065.420044,0
1065.400024,2.63516263208755E-4,1065.400024,6.61362758114747E-4
1065.380005,6.99059101609188E-4,1065.380005,0
1065.359985,0,1065.359985,0
1065.339966,0,1065.339966,0
1065.319946,0,1065.319946,0
1065.300049,0,1065.300049,1.55074745031512E-4
1065.280029,0.0013053393733674,1065.280029,0.00152964688074084
1065.26001,1.64411114912343E-4,1065.26001,0
1065.23999,0,1065.23999,4.15601960372114E-4
1065.219971,0.0017682726396944,1065.219971,0
1065.199951,0.0019974864654193,1065.199951,0.00214847234030542
1065.180054,0,1065.180054,0.00126649632500231
1065.160034,0,1065.160034,0
1065.140015,0,1065.140015,0
1065.119995,0,1065.119995,0
1065.099976,0,1065.099976,0.00139833398189445
1065.079956,0,1065.079956,0
1065.060059,0,1065.060059,0
1065.040039,9.92067466212279E-4,1065.040039,2.3694905886516E-5
1065.02002,0,1065.02002,0
1065,1.86299922704487E-4,1065,4.24085342238795E-5
1064.97998,0,1064.97998,0
1064.959961,2.8667720085841E-4,1064.959961,0
1064.939941,0,1064.939941,4.08649309759069E-4
1064.920044,0,1064.920044,0
1064.900024,3.59378690882913E-4,1064.900024,0.00214977356222384
1064.880005,0,1064.880005,0
1064.859985,0,1064.859985,0
1064.839966,0.00285805328551648,1064.839966,5.21927897797418E-4
1064.819946,0,1064.819946,0
1064.800049,1.81603786134174E-4,1064.800049,0
1064.780029,0,1064.780029,0
1064.76001,3.64532146329623E-4,1064.76001,0.00341037840019508
1064.73999,0,1064.73999,0
1064.719971,0,1064.719971,0
1064.699951,0.0010148921537013,1064.699951,0.00140705682600161
1064.680054,7.6241239244068E-4,1064.680054,0
1064.660034,1.52656338089735E-4,1064.660034,6.4275136465838E-4
1064.640015,6.25706225579593E-4,1064.640015,0
1064.619995,0,1064.619995,1.53873186718004E-5
1064.599976,3.27346849160601E-4,1064.599976,0
1064.579956,0,1064.579956,0
1064.560059,0,1064.560059,0
1064.540039,0,1064.540039,4.10452354935984E-4
1064.52002,0,1064.52002,0
1064.5,0.00130399364810888,1064.5,7.65711115634229E-4
1064.47998,0,1064.47998,0
1064.459961,2.39017482270764E-4,1064.459961,0
1064.439941,0.00118153575535851,1064.439941,1.54508138106616E-4
1064.420044,0,1064.420044,0
1064.400024,4.58513450991338E-4,1064.400024,9.71187014620756E-4
1064.380005,0,1064.380005,0
1064.359985,0,1064.359985,0
1064.339966,0.00248998085460943,1064.339966,0.00108701629862926
1064.319946,0.00296940326835347,1064.319946,0.00158138620091499
1064.300049,0,1064.300049,0
1064.280029,7.83265783668894E-4,1064.280029,0
1064.26001,0,1064.26001,8.81428033908577E-4
1064.23999,0,1064.23999,0
